,ysp,ysp_m1,ysp_p1
765,2.31840462387,2.52487623459,2.31840462387
766,2.52487623459,2.7156951228,2.31840462387
767,2.7156951228,3.06186217848,2.52487623459
768,3.06186217848,3.65718470958,2.7156951228
769,3.65718470958,3.65718470958,3.06186217848
770,3.65718470958,2.52487623459,3.65718470958
771,2.52487623459,3.22102468168,3.65718470958
772,3.22102468168,3.37268439081,2.52487623459
773,3.37268439081,3.79143772203,3.22102468168
774,3.79143772203,3.92109678534,3.37268439081
775,3.92109678534,4.28660704987,3.79143772203
776,4.28660704987,4.62331050223,3.92109678534
777,4.62331050223,4.16833300013,4.28660704987
778,4.16833300013,3.51781181987,4.62331050223
779,3.51781181987,3.51781181987,4.16833300013
780,3.51781181987,3.51781181987,3.51781181987
781,3.51781181987,3.92109678534,3.51781181987
782,3.92109678534,2.31840462387,3.51781181987
783,2.31840462387,3.22102468168,3.92109678534
784,3.22102468168,2.7156951228,2.31840462387
785,2.7156951228,4.16833300013,3.22102468168
786,4.16833300013,3.65718470958,2.7156951228
787,3.65718470958,3.65718470958,4.16833300013
788,3.65718470958,4.16833300013,3.65718470958
789,4.16833300013,3.37268439081,3.65718470958
790,3.37268439081,4.73022198211,4.16833300013
791,4.73022198211,4.62331050223,3.37268439081
792,4.62331050223,4.04660351406,4.73022198211
793,4.04660351406,3.37268439081,4.62331050223
794,3.37268439081,4.62331050223,4.04660351406
795,4.62331050223,4.83476990145,3.37268439081
796,4.83476990145,4.16833300013,4.62331050223
797,4.16833300013,3.06186217848,4.83476990145
798,3.06186217848,4.28660704987,4.16833300013
799,4.28660704987,4.62331050223,3.06186217848
800,4.62331050223,3.92109678534,4.28660704987
801,3.92109678534,3.79143772203,4.62331050223
802,3.79143772203,3.92109678534,3.92109678534
803,3.92109678534,2.52487623459,3.79143772203
804,2.52487623459,3.22102468168,3.92109678534
805,3.22102468168,3.37268439081,2.52487623459
806,3.37268439081,1.54110350074,3.22102468168
807,1.54110350074,1.83711730709,3.37268439081
808,1.83711730709,2.09165006634,1.54110350074
809,2.09165006634,1.54110350074,1.83711730709
810,1.54110350074,1.17260393996,2.09165006634
811,1.17260393996,1.54110350074,1.54110350074
812,1.54110350074,1.54110350074,1.17260393996
813,1.54110350074,1.54110350074,1.54110350074
814,1.54110350074,1.83711730709,1.54110350074
815,1.83711730709,1.54110350074,1.54110350074
816,1.54110350074,1.83711730709,1.83711730709
817,1.83711730709,0.612372435696,1.54110350074
818,0.612372435696,1.54110350074,1.83711730709
819,1.54110350074,2.09165006634,0.612372435696
820,2.09165006634,1.54110350074,1.54110350074
821,1.54110350074,1.83711730709,2.09165006634
822,1.83711730709,0.612372435696,1.54110350074
823,0.612372435696,0.612372435696,1.83711730709
824,0.612372435696,1.83711730709,0.612372435696
825,1.83711730709,2.09165006634,0.612372435696
826,2.09165006634,1.17260393996,1.83711730709
827,1.17260393996,1.83711730709,2.09165006634
828,1.83711730709,2.09165006634,1.17260393996
829,2.09165006634,2.7156951228,1.83711730709
830,2.7156951228,2.7156951228,2.09165006634
831,2.7156951228,2.09165006634,2.7156951228
832,2.09165006634,2.52487623459,2.7156951228
833,2.52487623459,2.52487623459,2.09165006634
834,2.52487623459,2.8939592257,2.52487623459
835,2.8939592257,2.09165006634,2.52487623459
836,2.09165006634,1.54110350074,2.8939592257
837,1.54110350074,3.06186217848,2.09165006634
838,3.06186217848,2.52487623459,1.54110350074
839,2.52487623459,3.06186217848,3.06186217848
840,3.06186217848,2.7156951228,2.52487623459
841,2.7156951228,3.92109678534,3.06186217848
842,3.92109678534,2.31840462387,2.7156951228
843,2.31840462387,2.7156951228,3.92109678534
844,2.7156951228,3.37268439081,2.31840462387
845,3.37268439081,2.31840462387,2.7156951228
846,2.31840462387,2.8939592257,3.37268439081
847,2.8939592257,2.52487623459,2.31840462387
848,2.52487623459,2.8939592257,2.8939592257
849,2.8939592257,2.09165006634,2.52487623459
850,2.09165006634,1.83711730709,2.8939592257
851,1.83711730709,2.31840462387,2.09165006634
852,2.31840462387,2.52487623459,1.83711730709
853,2.52487623459,2.52487623459,2.31840462387
854,2.52487623459,2.52487623459,2.52487623459
855,2.52487623459,2.7156951228,2.52487623459
856,2.7156951228,1.17260393996,2.52487623459
857,1.17260393996,2.8939592257,2.7156951228
858,2.8939592257,3.06186217848,1.17260393996
859,3.06186217848,2.7156951228,2.8939592257
860,2.7156951228,3.06186217848,3.06186217848
861,3.06186217848,3.51781181987,2.7156951228
862,3.51781181987,2.09165006634,3.06186217848
863,2.09165006634,2.52487623459,3.51781181987
864,2.52487623459,2.09165006634,2.09165006634
865,2.09165006634,2.7156951228,2.52487623459
866,2.7156951228,3.37268439081,2.09165006634
867,3.37268439081,2.7156951228,2.7156951228
868,2.7156951228,2.52487623459,3.37268439081
869,2.52487623459,3.22102468168,2.7156951228
870,3.22102468168,3.51781181987,2.52487623459
871,3.51781181987,3.92109678534,3.22102468168
872,3.92109678534,4.40170421541,3.51781181987
873,4.40170421541,4.16833300013,3.92109678534
874,4.16833300013,3.65718470958,4.40170421541
875,3.65718470958,4.16833300013,4.16833300013
876,4.16833300013,3.51781181987,3.65718470958
877,3.51781181987,3.92109678534,4.16833300013
878,3.92109678534,3.37268439081,3.51781181987
879,3.37268439081,3.79143772203,3.92109678534
880,3.79143772203,3.92109678534,3.37268439081
881,3.92109678534,3.51781181987,3.79143772203
882,3.51781181987,2.7156951228,3.92109678534
883,2.7156951228,3.92109678534,3.51781181987
884,3.92109678534,5.41987084717,2.7156951228
885,5.41987084717,5.0373604199,3.92109678534
886,5.0373604199,4.62331050223,5.41987084717
887,4.62331050223,5.68990333837,5.0373604199
888,5.68990333837,5.23211238411,4.62331050223
889,5.23211238411,4.73022198211,5.68990333837
890,4.73022198211,4.83476990145,5.23211238411
891,4.83476990145,4.62331050223,4.73022198211
892,4.62331050223,5.13565964604,4.83476990145
893,5.13565964604,3.06186217848,4.62331050223
894,3.06186217848,4.51386752132,5.13565964604
895,4.51386752132,3.65718470958,3.06186217848
896,3.65718470958,4.04660351406,4.51386752132
897,4.04660351406,4.93710441453,3.65718470958
898,4.93710441453,4.93710441453,4.04660351406
899,4.93710441453,2.8939592257,4.93710441453
900,2.8939592257,3.37268439081,4.93710441453
901,3.37268439081,2.8939592257,2.8939592257
902,2.8939592257,2.7156951228,3.37268439081
903,2.7156951228,2.7156951228,2.8939592257
904,2.7156951228,3.37268439081,2.7156951228
905,3.37268439081,1.17260393996,2.7156951228
906,1.17260393996,2.8939592257,3.37268439081
907,2.8939592257,0.612372435696,1.17260393996
908,0.612372435696,1.17260393996,2.8939592257
909,1.17260393996,1.17260393996,0.612372435696
910,1.17260393996,1.54110350074,1.17260393996
911,1.54110350074,1.54110350074,1.17260393996
912,1.54110350074,1.17260393996,1.54110350074
913,1.17260393996,1.54110350074,1.54110350074
914,1.54110350074,1.54110350074,1.17260393996
915,1.54110350074,1.17260393996,1.54110350074
916,1.17260393996,2.09165006634,1.54110350074
917,2.09165006634,2.09165006634,1.17260393996
918,2.09165006634,1.54110350074,2.09165006634
919,1.54110350074,1.83711730709,2.09165006634
920,1.83711730709,1.83711730709,1.54110350074
921,1.83711730709,1.54110350074,1.83711730709
922,1.54110350074,1.83711730709,1.83711730709
923,1.83711730709,2.7156951228,1.54110350074
924,2.7156951228,1.83711730709,1.83711730709
925,1.83711730709,1.83711730709,2.7156951228
926,1.83711730709,2.31840462387,1.83711730709
927,2.31840462387,1.83711730709,1.83711730709
928,1.83711730709,2.09165006634,2.31840462387
929,2.09165006634,2.31840462387,1.83711730709
930,2.31840462387,1.54110350074,2.09165006634
931,1.54110350074,1.83711730709,2.31840462387
932,1.83711730709,2.8939592257,1.54110350074
933,2.8939592257,1.83711730709,1.83711730709
934,1.83711730709,2.8939592257,2.8939592257
935,2.8939592257,1.83711730709,1.83711730709
936,1.83711730709,2.31840462387,2.8939592257
937,2.31840462387,2.52487623459,1.83711730709
938,2.52487623459,2.52487623459,2.31840462387
939,2.52487623459,2.8939592257,2.52487623459
940,2.8939592257,3.65718470958,2.52487623459
941,3.65718470958,2.31840462387,2.8939592257
942,2.31840462387,2.31840462387,3.65718470958
943,2.31840462387,2.8939592257,2.31840462387
944,2.8939592257,3.22102468168,2.31840462387
945,3.22102468168,3.37268439081,2.8939592257
946,3.37268439081,1.54110350074,3.22102468168
947,1.54110350074,2.09165006634,3.37268439081
948,2.09165006634,3.22102468168,1.54110350074
949,3.22102468168,2.09165006634,2.09165006634
950,2.09165006634,1.54110350074,3.22102468168
951,1.54110350074,1.83711730709,2.09165006634
952,1.83711730709,1.54110350074,1.54110350074
953,1.54110350074,2.52487623459,1.83711730709
954,2.52487623459,2.8939592257,1.54110350074
955,2.8939592257,1.83711730709,2.52487623459
956,1.83711730709,2.31840462387,2.8939592257
957,2.31840462387,3.37268439081,1.83711730709
958,3.37268439081,3.51781181987,2.31840462387
959,3.51781181987,2.09165006634,3.37268439081
960,2.09165006634,2.09165006634,3.51781181987
961,2.09165006634,2.8939592257,2.09165006634
962,2.8939592257,1.83711730709,2.09165006634
963,1.83711730709,2.7156951228,2.8939592257
964,2.7156951228,2.09165006634,1.83711730709
965,2.09165006634,2.52487623459,2.7156951228
966,2.52487623459,3.06186217848,2.09165006634
967,3.06186217848,2.09165006634,2.52487623459
968,2.09165006634,2.52487623459,3.06186217848
969,2.52487623459,2.7156951228,2.09165006634
970,2.7156951228,1.54110350074,2.52487623459
971,1.54110350074,2.7156951228,2.7156951228
972,2.7156951228,2.31840462387,1.54110350074
973,2.31840462387,2.52487623459,2.7156951228
974,2.52487623459,2.8939592257,2.31840462387
975,2.8939592257,1.83711730709,2.52487623459
976,1.83711730709,2.7156951228,2.8939592257
977,2.7156951228,2.09165006634,1.83711730709
978,2.09165006634,2.7156951228,2.7156951228
979,2.7156951228,2.31840462387,2.09165006634
980,2.31840462387,2.7156951228,2.7156951228
981,2.7156951228,2.31840462387,2.31840462387
982,2.31840462387,2.31840462387,2.7156951228
983,2.31840462387,1.17260393996,2.31840462387
984,1.17260393996,1.17260393996,2.31840462387
985,1.17260393996,2.09165006634,1.17260393996
986,2.09165006634,1.83711730709,1.17260393996
987,1.83711730709,1.54110350074,2.09165006634
988,1.54110350074,1.54110350074,1.83711730709
989,1.54110350074,2.7156951228,1.54110350074
990,2.7156951228,1.54110350074,1.54110350074
991,1.54110350074,1.54110350074,2.7156951228
992,1.54110350074,1.54110350074,1.54110350074
993,1.54110350074,2.52487623459,1.54110350074
994,2.52487623459,2.52487623459,1.54110350074
995,2.52487623459,2.31840462387,2.52487623459
996,2.31840462387,1.54110350074,2.52487623459
997,1.54110350074,1.17260393996,2.31840462387
998,1.17260393996,1.17260393996,1.54110350074
999,1.17260393996,1.17260393996,1.17260393996
1000,1.17260393996,0.612372435696,1.17260393996
1001,0.612372435696,1.54110350074,1.17260393996
1002,1.54110350074,0.612372435696,0.612372435696
1003,0.612372435696,1.17260393996,1.54110350074
1004,1.17260393996,1.17260393996,0.612372435696
1005,1.17260393996,1.17260393996,1.17260393996
1006,1.17260393996,0.612372435696,1.17260393996
1007,0.612372435696,1.54110350074,1.17260393996
1008,1.54110350074,1.83711730709,0.612372435696
1009,1.83711730709,2.09165006634,1.54110350074
1010,2.09165006634,1.54110350074,1.83711730709
1011,1.54110350074,1.54110350074,2.09165006634
1012,1.54110350074,1.83711730709,1.54110350074
1013,1.83711730709,1.83711730709,1.54110350074
1014,1.83711730709,2.31840462387,1.83711730709
1015,2.31840462387,1.83711730709,1.83711730709
1016,1.83711730709,1.83711730709,2.31840462387
1017,1.83711730709,2.7156951228,1.83711730709
1018,2.7156951228,3.22102468168,1.83711730709
1019,3.22102468168,4.04660351406,2.7156951228
1020,4.04660351406,4.83476990145,3.22102468168
1021,4.83476990145,3.92109678534,4.04660351406
1022,3.92109678534,3.92109678534,4.83476990145
1023,3.92109678534,3.37268439081,3.92109678534
1024,3.37268439081,3.37268439081,3.92109678534
1025,3.37268439081,2.8939592257,3.37268439081
1026,2.8939592257,2.8939592257,3.37268439081
1027,2.8939592257,2.09165006634,2.8939592257
1028,2.09165006634,3.37268439081,2.8939592257
1029,3.37268439081,2.31840462387,2.09165006634
1030,2.31840462387,2.09165006634,3.37268439081
1031,2.09165006634,2.52487623459,2.31840462387
1032,2.52487623459,2.31840462387,2.09165006634
1033,2.31840462387,1.54110350074,2.52487623459
1034,1.54110350074,2.09165006634,2.31840462387
1035,2.09165006634,2.31840462387,1.54110350074
1036,2.31840462387,2.52487623459,2.09165006634
1037,2.52487623459,2.8939592257,2.31840462387
1038,2.8939592257,2.09165006634,2.52487623459
1039,2.09165006634,1.54110350074,2.8939592257
1040,1.54110350074,1.83711730709,2.09165006634
1041,1.83711730709,2.8939592257,1.54110350074
1042,2.8939592257,1.83711730709,1.83711730709
1043,1.83711730709,1.83711730709,2.8939592257
1044,1.83711730709,2.09165006634,1.83711730709
1045,2.09165006634,2.09165006634,1.83711730709
1046,2.09165006634,1.54110350074,2.09165006634
1047,1.54110350074,2.09165006634,2.09165006634
1048,2.09165006634,1.83711730709,1.54110350074
1049,1.83711730709,2.7156951228,2.09165006634
1050,2.7156951228,2.09165006634,1.83711730709
1051,2.09165006634,2.52487623459,2.7156951228
1052,2.52487623459,0.612372435696,2.09165006634
1053,0.612372435696,1.54110350074,2.52487623459
1054,1.54110350074,2.09165006634,0.612372435696
1055,2.09165006634,1.17260393996,1.54110350074
1056,1.17260393996,1.54110350074,2.09165006634
1057,1.54110350074,2.31840462387,1.17260393996
1058,2.31840462387,2.31840462387,1.54110350074
1059,2.31840462387,2.31840462387,2.31840462387
1060,2.31840462387,2.52487623459,2.31840462387
1061,2.52487623459,2.09165006634,2.31840462387
1062,2.09165006634,2.09165006634,2.52487623459
1063,2.09165006634,2.8939592257,2.09165006634
1064,2.8939592257,1.83711730709,2.09165006634
1065,1.83711730709,3.22102468168,2.8939592257
1066,3.22102468168,2.7156951228,1.83711730709
1067,2.7156951228,2.52487623459,3.22102468168
1068,2.52487623459,2.7156951228,2.7156951228
1069,2.7156951228,2.31840462387,2.52487623459
1070,2.31840462387,2.7156951228,2.7156951228
1071,2.7156951228,2.09165006634,2.31840462387
1072,2.09165006634,2.7156951228,2.7156951228
1073,2.7156951228,2.7156951228,2.09165006634
1074,2.7156951228,2.8939592257,2.7156951228
1075,2.8939592257,2.31840462387,2.7156951228
1076,2.31840462387,2.31840462387,2.8939592257
1077,2.31840462387,2.09165006634,2.31840462387
1078,2.09165006634,2.09165006634,2.31840462387
1079,2.09165006634,2.31840462387,2.09165006634
1080,2.31840462387,2.31840462387,2.09165006634
1081,2.31840462387,1.83711730709,2.31840462387
1082,1.83711730709,1.83711730709,2.31840462387
1083,1.83711730709,1.83711730709,1.83711730709
1084,1.83711730709,1.17260393996,1.83711730709
1085,1.17260393996,2.09165006634,1.83711730709
1086,2.09165006634,1.83711730709,1.17260393996
1087,1.83711730709,1.54110350074,2.09165006634
1088,1.54110350074,1.54110350074,1.83711730709
1089,1.54110350074,1.54110350074,1.54110350074
1090,1.54110350074,1.17260393996,1.54110350074
1091,1.17260393996,0.612372435696,1.54110350074
1092,0.612372435696,1.54110350074,1.17260393996
1093,1.54110350074,1.17260393996,0.612372435696
1094,1.17260393996,1.54110350074,1.54110350074
1095,1.54110350074,1.17260393996,1.17260393996
1096,1.17260393996,1.17260393996,1.54110350074
1097,1.17260393996,0.612372435696,1.17260393996
1098,0.612372435696,1.17260393996,1.17260393996
1099,1.17260393996,1.54110350074,0.612372435696
1100,1.54110350074,0.612372435696,1.17260393996
1101,0.612372435696,1.17260393996,1.54110350074
1102,1.17260393996,1.17260393996,0.612372435696
1103,1.17260393996,1.17260393996,1.17260393996
1104,1.17260393996,1.83711730709,1.17260393996
1105,1.83711730709,1.54110350074,1.17260393996
1106,1.54110350074,1.83711730709,1.83711730709
1107,1.83711730709,2.09165006634,1.54110350074
1108,2.09165006634,2.09165006634,1.83711730709
1109,2.09165006634,1.83711730709,2.09165006634
1110,1.83711730709,1.83711730709,2.09165006634
1111,1.83711730709,2.09165006634,1.83711730709
1112,2.09165006634,3.65718470958,1.83711730709
1113,3.65718470958,3.06186217848,2.09165006634
1114,3.06186217848,3.92109678534,3.65718470958
1115,3.92109678534,3.06186217848,3.06186217848
1116,3.06186217848,3.79143772203,3.92109678534
1117,3.79143772203,3.79143772203,3.06186217848
1118,3.79143772203,4.16833300013,3.79143772203
1119,4.16833300013,4.16833300013,3.79143772203
1120,4.16833300013,2.7156951228,4.16833300013
1121,2.7156951228,2.52487623459,4.16833300013
1122,2.52487623459,2.52487623459,2.7156951228
1123,2.52487623459,2.52487623459,2.52487623459
1124,2.52487623459,2.52487623459,2.52487623459
1125,2.52487623459,2.31840462387,2.52487623459
1126,2.31840462387,2.09165006634,2.52487623459
1127,2.09165006634,2.31840462387,2.31840462387
1128,2.31840462387,3.22102468168,2.09165006634
1129,3.22102468168,1.17260393996,2.31840462387
1130,1.17260393996,2.09165006634,3.22102468168
1131,2.09165006634,2.31840462387,1.17260393996
1132,2.31840462387,1.54110350074,2.09165006634
1133,1.54110350074,1.83711730709,2.31840462387
1134,1.83711730709,0.612372435696,1.54110350074
1135,0.612372435696,1.54110350074,1.83711730709
1136,1.54110350074,2.52487623459,0.612372435696
1137,2.52487623459,2.7156951228,1.54110350074
1138,2.7156951228,1.54110350074,2.52487623459
1139,1.54110350074,2.09165006634,2.7156951228
1140,2.09165006634,1.83711730709,1.54110350074
1141,1.83711730709,1.54110350074,2.09165006634
1142,1.54110350074,2.52487623459,1.83711730709
1143,2.52487623459,1.17260393996,1.54110350074
1144,1.17260393996,3.06186217848,2.52487623459
1145,3.06186217848,3.22102468168,1.17260393996
1146,3.22102468168,0.612372435696,3.06186217848
1147,0.612372435696,1.83711730709,3.22102468168
1148,1.83711730709,1.17260393996,0.612372435696
1149,1.17260393996,2.7156951228,1.83711730709
1150,2.7156951228,2.31840462387,1.17260393996
1151,2.31840462387,2.31840462387,2.7156951228
1152,2.31840462387,2.7156951228,2.31840462387
1153,2.7156951228,2.7156951228,2.31840462387
1154,2.7156951228,2.8939592257,2.7156951228
1155,2.8939592257,3.37268439081,2.7156951228
1156,3.37268439081,2.8939592257,2.8939592257
1157,2.8939592257,4.83476990145,3.37268439081
1158,4.83476990145,4.93710441453,2.8939592257
1159,4.93710441453,4.40170421541,4.83476990145
1160,4.40170421541,3.37268439081,4.93710441453
1161,3.37268439081,3.51781181987,4.40170421541
1162,3.51781181987,3.06186217848,3.37268439081
1163,3.06186217848,2.7156951228,3.51781181987
1164,2.7156951228,2.7156951228,3.06186217848
1165,2.7156951228,2.8939592257,2.7156951228
1166,2.8939592257,3.06186217848,2.7156951228
1167,3.06186217848,3.37268439081,2.8939592257
1168,3.37268439081,2.31840462387,3.06186217848
1169,2.31840462387,2.09165006634,3.37268439081
1170,2.09165006634,2.31840462387,2.31840462387
1171,2.31840462387,3.06186217848,2.09165006634
1172,3.06186217848,2.52487623459,2.31840462387
1173,2.52487623459,2.09165006634,3.06186217848
1174,2.09165006634,2.8939592257,2.52487623459
1175,2.8939592257,2.8939592257,2.09165006634
1176,2.8939592257,3.22102468168,2.8939592257
1177,3.22102468168,2.52487623459,2.8939592257
1178,2.52487623459,3.37268439081,3.22102468168
1179,3.37268439081,3.22102468168,2.52487623459
1180,3.22102468168,1.17260393996,3.37268439081
1181,1.17260393996,2.52487623459,3.22102468168
1182,2.52487623459,2.09165006634,1.17260393996
1183,2.09165006634,2.09165006634,2.52487623459
1184,2.09165006634,1.83711730709,2.09165006634
1185,1.83711730709,2.52487623459,2.09165006634
1186,2.52487623459,1.83711730709,1.83711730709
1187,1.83711730709,1.54110350074,2.52487623459
1188,1.54110350074,1.54110350074,1.83711730709
1189,1.54110350074,1.54110350074,1.54110350074
1190,1.54110350074,1.54110350074,1.54110350074
1191,1.54110350074,1.17260393996,1.54110350074
1192,1.17260393996,1.54110350074,1.54110350074
1193,1.54110350074,1.17260393996,1.17260393996
1194,1.17260393996,1.54110350074,1.54110350074
1195,1.54110350074,1.83711730709,1.17260393996
1196,1.83711730709,1.17260393996,1.54110350074
1197,1.17260393996,1.17260393996,1.83711730709
1198,1.17260393996,1.54110350074,1.17260393996
1199,1.54110350074,1.17260393996,1.17260393996
1200,1.17260393996,1.54110350074,1.54110350074
1201,1.54110350074,1.83711730709,1.17260393996
1202,1.83711730709,0.612372435696,1.54110350074
1203,0.612372435696,1.54110350074,1.83711730709
1204,1.54110350074,1.54110350074,0.612372435696
1205,1.54110350074,2.52487623459,1.54110350074
1206,2.52487623459,2.7156951228,1.54110350074
1207,2.7156951228,1.83711730709,2.52487623459
1208,1.83711730709,4.04660351406,2.7156951228
1209,4.04660351406,2.31840462387,1.83711730709
1210,2.31840462387,4.04660351406,4.04660351406
1211,4.04660351406,3.22102468168,2.31840462387
1212,3.22102468168,3.51781181987,4.04660351406
1213,3.51781181987,3.51781181987,3.22102468168
1214,3.51781181987,4.51386752132,3.51781181987
1215,4.51386752132,3.92109678534,3.51781181987
1216,3.92109678534,4.28660704987,4.51386752132
1217,4.28660704987,3.65718470958,3.92109678534
1218,3.65718470958,3.37268439081,4.28660704987
1219,3.37268439081,3.22102468168,3.65718470958
1220,3.22102468168,3.51781181987,3.37268439081
1221,3.51781181987,2.7156951228,3.22102468168
1222,2.7156951228,3.06186217848,3.51781181987
1223,3.06186217848,1.83711730709,2.7156951228
1224,1.83711730709,2.31840462387,3.06186217848
1225,2.31840462387,2.7156951228,1.83711730709
1226,2.7156951228,2.8939592257,2.31840462387
1227,2.8939592257,2.31840462387,2.7156951228
1228,2.31840462387,1.17260393996,2.8939592257
1229,1.17260393996,3.06186217848,2.31840462387
1230,3.06186217848,2.31840462387,1.17260393996
1231,2.31840462387,2.09165006634,3.06186217848
1232,2.09165006634,2.31840462387,2.31840462387
1233,2.31840462387,2.09165006634,2.09165006634
1234,2.09165006634,2.09165006634,2.31840462387
1235,2.09165006634,1.83711730709,2.09165006634
1236,1.83711730709,1.17260393996,2.09165006634
1237,1.17260393996,2.52487623459,1.83711730709
1238,2.52487623459,2.31840462387,1.17260393996
1239,2.31840462387,2.09165006634,2.52487623459
1240,2.09165006634,2.31840462387,2.31840462387
1241,2.31840462387,2.31840462387,2.09165006634
1242,2.31840462387,2.52487623459,2.31840462387
1243,2.52487623459,2.31840462387,2.31840462387
1244,2.31840462387,1.83711730709,2.52487623459
1245,1.83711730709,1.54110350074,2.31840462387
1246,1.54110350074,2.31840462387,1.83711730709
1247,2.31840462387,2.52487623459,1.54110350074
1248,2.52487623459,3.22102468168,2.31840462387
1249,3.22102468168,2.8939592257,2.52487623459
1250,2.8939592257,3.79143772203,3.22102468168
1251,3.79143772203,3.92109678534,2.8939592257
1252,3.92109678534,2.7156951228,3.79143772203
1253,2.7156951228,3.65718470958,3.92109678534
1254,3.65718470958,3.92109678534,2.7156951228
1255,3.92109678534,3.65718470958,3.65718470958
1256,3.65718470958,4.28660704987,3.92109678534
1257,4.28660704987,3.22102468168,3.65718470958
1258,3.22102468168,4.40170421541,4.28660704987
1259,4.40170421541,2.7156951228,3.22102468168
1260,2.7156951228,2.52487623459,4.40170421541
1261,2.52487623459,3.37268439081,2.7156951228
1262,3.37268439081,2.8939592257,2.52487623459
1263,2.8939592257,4.04660351406,3.37268439081
1264,4.04660351406,2.8939592257,2.8939592257
1265,2.8939592257,3.37268439081,4.04660351406
1266,3.37268439081,3.06186217848,2.8939592257
1267,3.06186217848,3.79143772203,3.37268439081
